id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
10167,Italia,Trentino Alto Adige,Femmina,59,Nord Est,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta al mese,4-5 volte all’anno,1 volta al mese,Più raramente,1 volta al mese,1 volta al mese,4-5 volte all’anno,Un po’ diminuito,Un po’ diminuito,Uguale,Molto diminuito,Uguale,Un po’ aumentato,Uguale,55-64,Sregolati
10178,Italia,Lazio,Femmina,55,Centro,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,55-64,Salutisti
10236,Italia,Trentino Alto Adige,Maschio,64,Nord Est,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,Più raramente,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte al mese,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,55-64,Salutisti
10332,Italia,Emilia Romagna,Femmina,61,Nord Est,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,55-64,Edonisti
10356,Italia,Friuli Venezia Giulia,Maschio,63,Nord Est,Solo io,Nessuno di questi,4-5 volte all’anno,Più raramente,4-5 volte all’anno,Più raramente,Più raramente,Più raramente,Più raramente,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
10408,Italia,Liguria,Femmina,58,Nord Ovest,Soprattutto io,Nessuno di questi,Mai,Più raramente,Più raramente,Mai,1 volta a settimana,1 volta al mese,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
10423,Italia,Friuli Venezia Giulia,Maschio,58,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,Tutti i giorni o quasi,1 volta a settimana,2-3 volte al mese,Tutti i giorni o quasi,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
10448,Italia,Veneto,Maschio,62,Nord Est,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,2-3 volte al mese,1 volta a settimana,1 volta al mese,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,55-64,Edonisti
10460,Italia,Lombardia,Maschio,23,Nord Ovest,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Ristoriani
10577,Italia,Lazio,Maschio,60,Centro,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte al mese,1 volta a settimana,1 volta al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Un po’ aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,55-64,Esterofili
10724,Italia,Piemonte,Maschio,68,Nord Ovest,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,4-5 volte all’anno,1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salutisti
10731,Italia,Friuli Venezia Giulia,Maschio,68,Nord Est,Io e qualcun altro in egual misura,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",Mai,Più raramente,Mai,Mai,1 volta a settimana,1 volta a settimana,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Edonisti
10750,Italia,Liguria,Maschio,57,Nord Ovest,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Molto diminuito,Uguale,Un po’ diminuito,Molto diminuito,Uguale,Molto aumentato,Uguale,55-64,Salutisti
10794,Italia,Liguria,Maschio,58,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,Più raramente,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,55-64,Territorialisti
10798,Italia,Emilia Romagna,Femmina,57,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,1 volta al mese,1 volta al mese,4-5 volte all’anno,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
10804,Italia,Piemonte,Femmina,26,Nord Ovest,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte al mese,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,25-34,Salutisti
10805,Italia,Lombardia,Maschio,47,Nord Ovest,Solo io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,45-54,Eticisti
10806,Italia,Lombardia,Maschio,58,Nord Ovest,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,55-64,Localivori
10808,Italia,Campania,Maschio,42,Sud e Isole,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,Salubristi
10809,Italia,Sicilia,Maschio,50,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti
10810,Italia,Sicilia,Femmina,23,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta al mese,1 volta a settimana,2-3 volte a settimana,Molto diminuito,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,20-24,Territorialisti
10811,Italia,Lazio,Maschio,60,Centro,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani
10812,Italia,Lombardia,Maschio,67,Nord Ovest,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",4-5 volte all’anno,Più raramente,4-5 volte all’anno,Mai,4-5 volte all’anno,Più raramente,Più raramente,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Uguale,Un po’ aumentato,65-70,Edonisti
10813,Italia,Lazio,Maschio,36,Centro,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Esterofili
10815,Italia,Veneto,Femmina,62,Nord Est,Principalmente io e occasionalmente altri,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,Più raramente,1 volta a settimana,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,Uguale,55-64,Esterofili
10819,Italia,Lombardia,Femmina,23,Nord Ovest,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Uguale,Un po’ aumentato,20-24,Esterofili
10823,Italia,Lazio,Femmina,31,Centro,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Più raramente,Più raramente,Più raramente,4-5 volte all’anno,Più raramente,Più raramente,Molto diminuito,Uguale,Molto diminuito,Molto diminuito,Uguale,Molto diminuito,Molto diminuito,25-34,Salutisti
10825,Italia,Lombardia,Femmina,47,Nord Ovest,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Localivori
10826,Italia,Campania,Maschio,42,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti
10827,Italia,Lazio,Maschio,41,Centro,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,4-5 volte all’anno,Mai,1 volta al mese,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Salutisti
10828,Italia,Emilia Romagna,Maschio,56,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Mai,Molto aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,55-64,Territorialisti
10829,Italia,Calabria,Maschio,52,Sud e Isole,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti
10830,Italia,Lombardia,Femmina,42,Nord Ovest,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,35-44,Sregolati
10831,Italia,Sardegna,Maschio,35,Sud e Isole,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",Mai,4-5 volte all’anno,2-3 volte a settimana,Mai,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Uguale,Uguale,Uguale,Molto diminuito,Uguale,Molto aumentato,Uguale,35-44,Edonisti
10833,Italia,Sicilia,Maschio,36,Sud e Isole,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,35-44,Territorialisti
10834,Italia,Lazio,Maschio,48,Centro,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,45-54,Salubristi
10835,Italia,Lombardia,Femmina,62,Nord Ovest,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,Mai,Mai,2-3 volte a settimana,Più raramente,Più raramente,Un po’ diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Uguale,Molto diminuito,Molto diminuito,55-64,Territorialisti
10836,Italia,Lombardia,Femmina,50,Nord Ovest,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta al mese,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Molto diminuito,Uguale,Uguale,45-54,Edonisti
10838,Italia,Sicilia,Maschio,49,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Molto diminuito,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,45-54,Territorialisti
10839,Italia,Toscana,Femmina,37,Centro,Soprattutto altri membri della famiglia,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,Più raramente,Mai,Mai,2-3 volte al mese,Più raramente,Mai,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Uguale,Uguale,Molto diminuito,35-44,Salutisti
10840,Italia,Veneto,Femmina,25,Nord Est,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte al mese,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Uguale,25-34,Localivori
10842,Italia,Lazio,Maschio,51,Centro,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,Più raramente,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ aumentato,Un po’ diminuito,45-54,Industriariani
10843,Italia,Sicilia,Maschio,39,Sud e Isole,Principalmente io e occasionalmente altri,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Industriariani
10845,Italia,Sicilia,Maschio,41,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,4-5 volte all’anno,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte al mese,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti
